2022-07-14 18:37:51: -- Analysis Started by User Command
2022-07-14 18:37:51: R: State file does not exist: C:/MAMP/htdocs/Activation/hris/app/Mainframe/_gsdata_/_file_state_v4._gs
2022-07-14 18:37:51: /Modules/Packages/Traits/PackageObserverTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Packages/Traits/PackagePolicyTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Packages/Traits/PackageProcessorTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Packages/Traits/PackageTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Packages/Traits/PackageViewProcessorTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Projects/Project.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Projects/ProjectController.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Projects/ProjectDatatable.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Projects/ProjectObserver.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Projects/ProjectPolicy.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Projects/ProjectProcessor.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Projects/ProjectViewProcessor.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Projects/Traits/ProjectControllerTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Projects/Traits/ProjectDatatableTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Projects/Traits/ProjectObserverTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Projects/Traits/ProjectPolicyTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Projects/Traits/ProjectProcessorTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Projects/Traits/ProjectTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Projects/Traits/ProjectViewProcessorTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/PushNotifications/PushNotification.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/PushNotifications/PushNotificationController.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/PushNotifications/PushNotificationDatatable.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/PushNotifications/PushNotificationObserver.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/PushNotifications/PushNotificationPolicy.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/PushNotifications/PushNotificationProcessor.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/PushNotifications/PushNotificationViewProcessor.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/PushNotifications/Traits/PushNotificationControllerTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/PushNotifications/Traits/PushNotificationDatatableTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/PushNotifications/Traits/PushNotificationObserverTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/PushNotifications/Traits/PushNotificationPolicyTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/PushNotifications/Traits/PushNotificationProcessorTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/PushNotifications/Traits/PushNotificationTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/PushNotifications/Traits/PushNotificationViewProcessorTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Reports/Report.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Reports/ReportController.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Reports/ReportDatatable.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Reports/ReportObserver.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Reports/ReportPolicy.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Reports/ReportProcessor.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Reports/ReportViewProcessor.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Reports/Traits/ReportControllerTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Reports/Traits/ReportDatatableTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Reports/Traits/ReportObserverTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Reports/Traits/ReportPolicyTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Reports/Traits/ReportProcessorTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Reports/Traits/ReportTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Reports/Traits/ReportViewProcessorTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Settings/Setting.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Settings/SettingController.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Settings/SettingDatatable.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Settings/SettingObserver.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Settings/SettingPolicy.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Settings/SettingProcessor.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Settings/SettingViewProcessor.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Settings/Traits/SettingControllerTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Settings/Traits/SettingDatatableTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Settings/Traits/SettingObserverTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Settings/Traits/SettingPolicyTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Settings/Traits/SettingProcessorTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Settings/Traits/SettingTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Settings/Traits/SettingViewProcessorTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Spreads/Spread.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Spreads/SpreadController.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Spreads/SpreadDatatable.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Spreads/SpreadObserver.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Spreads/SpreadPolicy.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Spreads/SpreadProcessor.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Spreads/SpreadViewProcessor.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Spreads/Traits/SpreadControllerTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Spreads/Traits/SpreadDatatableTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Spreads/Traits/SpreadObserverTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Spreads/Traits/SpreadPolicyTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Spreads/Traits/SpreadProcessorTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Spreads/Traits/SpreadTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Spreads/Traits/SpreadViewProcessorTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Subscriptions/Subscription.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Subscriptions/SubscriptionController.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Subscriptions/SubscriptionDatatable.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Subscriptions/SubscriptionObserver.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Subscriptions/SubscriptionPolicy.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Subscriptions/SubscriptionProcessor.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Subscriptions/SubscriptionViewProcessor.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Subscriptions/Traits/SubscriptionControllerTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Subscriptions/Traits/SubscriptionDatatableTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Subscriptions/Traits/SubscriptionObserverTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Subscriptions/Traits/SubscriptionPolicyTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Subscriptions/Traits/SubscriptionProcessorTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Subscriptions/Traits/SubscriptionTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Subscriptions/Traits/SubscriptionViewProcessorTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Tenants/Tenant.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Tenants/TenantController.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Tenants/TenantDatatable.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Tenants/TenantObserver.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Tenants/TenantPolicy.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Tenants/TenantProcessor.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Tenants/TenantViewProcessor.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Tenants/Traits/TenantControllerTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Tenants/Traits/TenantDatatableTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Tenants/Traits/TenantObserverTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Tenants/Traits/TenantPolicyTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Tenants/Traits/TenantProcessorTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Tenants/Traits/TenantTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Tenants/Traits/TenantViewProcessorTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Uploads/Traits/UploadControllerTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Uploads/Traits/UploadDatatableTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Uploads/Traits/UploadObserverTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Uploads/Traits/UploadPolicyTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Uploads/Traits/UploadProcessorTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Uploads/Traits/UploadTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Uploads/Traits/UploadViewProcessorTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Uploads/Upload.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Uploads/UploadController.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Uploads/UploadDatatable.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Uploads/UploadObserver.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Uploads/UploadPolicy.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Uploads/UploadProcessor.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Uploads/UploadViewProcessor.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Users/Traits/UserControllerTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Users/Traits/UserDatatableTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Users/Traits/UserObserverTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Users/Traits/UserPolicyTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Users/Traits/UserProcessorTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Users/Traits/UserTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Users/Traits/UserViewProcessorTrait.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Users/User.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Users/UserController.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Users/UserDatatable.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Users/UserObserver.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Users/UserPolicy.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Users/UserProcessor.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Modules/Users/UserViewProcessor.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Notifications/Auth/ResetPassword.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Notifications/Auth/VerifyEmail.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Providers/AppServiceProvider.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Providers/AuthServiceProvider.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Providers/EventServiceProvider.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Providers/RouteServiceProvider.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Reports/ActiveUsers.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Reports/SampleReport.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /routes/api.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /routes/auth.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /routes/modules.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /routes/partials.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /routes/services.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /routes/system.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /routes/web.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Rules/CheckCrossTenantDuplication.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: /Rules/ValidationRule.php: Warning: Older file to replace Newer file
2022-07-14 18:37:51: Changes: 427, Conflicts: 0, CopyTime: 0, FixState: 95, Errors: 0, All: 523
2022-07-14 18:37:51: Left to Right: Copy File: 426 Delete File: 1 
2022-07-14 18:37:51: -- Analysis Complete. Time 00:00:00, Speed: Many files/s
